AppID,Name,Release date,Estimated owners,Price,Supported languages,Metacritic score,User score,Positive,Negative,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Steam score,Lower,Upper,Earnings Range
12200,Bully: Scholarship Edition,"Oct 21, 2008",1000000 - 2000000,5.24,"['Italian', 'German', 'Spanish - Spain', 'English', 'French']",72,0,19274,3597,19581,366,113,Rockstar New England,Rockstar Games,"Single-player,Partial Controller Support","Action,Adventure",84,1000000,2000000,"(5240000.0, 10480000.0)"
371200,Halcyon 6: Starbase Commander,"Sep 8, 2016",50000 - 100000,14.99,['English'],71,0,1094,208,954,537,560,"Massive Damage, Inc.","Massive Damage, Inc.","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Indie,RPG,Simulation,Strategy",84,50000,100000,"(749500.0, 1499000.0)"
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,"May 13, 2014",1000000 - 2000000,49.99,"['English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",71,0,9026,1682,9164,895,662,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together",Action,84,1000000,2000000,"(49990000.0, 99980000.0)"
339190,Dead Synchronicity: Tomorrow Comes Today,"Apr 10, 2015",100000 - 200000,0.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish']",70,0,1013,195,842,269,283,Fictiorama Studios,Daedalic Entertainment,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",84,100000,200000,"(99000.0, 198000.0)"
552620,ATOM RPG: Post-apocalyptic indie game,"Dec 19, 2018",500000 - 1000000,14.99,"['English', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'French', 'Italian', 'German', 'Traditional Chinese', 'Ukrainian']",70,0,7508,1399,8398,7582,2163,AtomTeam,AtomTeam,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on TV",RPG,84,500000,1000000,"(7495000.0, 14990000.0)"
1017900,Age of Empires: Definitive Edition,"Aug 19, 2019",500000 - 1000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Vietnamese']",69,0,8087,1564,9106,664,241,"Forgotten Empires,Tantalus",Xbox Game Studios,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor",Strategy,84,500000,1000000,"(9995000.0, 19990000.0)"
287630,The Council,"Mar 13, 2018",200000 - 500000,0.0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Italian']",67,0,3560,663,3266,248,154,Big Bad Wolf,Focus Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Adventure,RPG",84,200000,500000,"(0.0, 0.0)"
233190,Final Exam,"Nov 5, 2013",100000 - 200000,4.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",66,0,915,175,684,218,224,Mighty Rocket Studio,Focus Entertainment,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together","Action,Indie",84,100000,200000,"(499000.0, 998000.0)"
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,"Feb 18, 2010",50000 - 100000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",66,0,921,173,696,795,1116,Traveller's Tales,"LucasArts,Lucasfilm,Disney","Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play Together",Adventure,84,50000,100000,"(999499.9999999999, 1998999.9999999998)"
327410,A Bird Story,"Nov 7, 2014",200000 - 500000,3.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Japanese', 'Russian']",66,0,7488,1406,6407,141,161,Freebird Games,Freebird Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG",84,200000,500000,"(798000.0, 1995000.0)"
265690,NaissanceE,"Feb 13, 2014",100000 - 200000,0.0,['English'],66,0,2237,441,844,70,100,Limasse Five,Limasse Five,Single-player,"Adventure,Indie",84,100000,200000,"(0.0, 0.0)"
307230,"I, Zombie","Dec 8, 2014",200000 - 500000,1.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Turkish', 'Russian', 'Simplified Chinese', 'Portuguese']",65,0,1944,366,1973,169,100,Awesome Games Studio,Awesome Games Studio,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play on TV","Casual,Indie,Strategy",84,200000,500000,"(398000.0, 995000.0)"
1225590,Sea of Solitude,"Jun 4, 2020",100000 - 200000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",64,0,1279,235,689,926,926,Jo-Mei Games,Electronic Arts,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",Adventure,84,100000,200000,"(1998999.9999999998, 3997999.9999999995)"
99900,Spiral Knights,"Jun 14, 2011",2000000 - 5000000,0.0,"['English', 'French', 'German', 'Spanish - Spain']",64,0,18888,3617,191,2035,92,Grey Havens,Grey Havens,"Single-player,Multi-player,MMO,Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG",84,2000000,5000000,"(0.0, 0.0)"
24800,Command & Conquer: Red Alert 3 - Uprising,"Oct 6, 2009",500000 - 1000000,19.99,"['English', 'Czech', 'French', 'German', 'Hungarian', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']",64,0,3242,633,2761,556,163,EA Los Angeles,Electronic Arts,Single-player,Strategy,84,500000,1000000,"(9995000.0, 19990000.0)"
329490,Phantom Breaker: Battle Grounds,"Jan 23, 2015",200000 - 500000,11.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",64,0,2414,471,2478,266,224,MAGES. Inc.,"Komodo,Rocket Panda Games 🚀🐼","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together",Action,84,200000,500000,"(2398000.0, 5995000.0)"
641320,Cooking Simulator,"Jun 6, 2019",500000 - 1000000,8.99,"['English', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Polish', 'Russian', 'French', 'Italian', 'Korean', 'Turkish', 'Portuguese - Brazil', 'Japanese']",64,0,11695,2262,12562,368,237,Big Cheese Studio,"Big Cheese Studio,PlayWay S.A.","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Simulation,84,500000,1000000,"(4495000.0, 8990000.0)"
218740,Pid,"Oct 31, 2012",200000 - 500000,19.99,"['English', 'German', 'French', 'Italian', 'Spanish - Spain']",63,0,2015,383,271,102,54,Might and Delight,Might and Delight,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play on TV,Remote Play Together","Adventure,Indie",84,200000,500000,"(3997999.9999999995, 9995000.0)"
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,"Sep 15, 2014",500000 - 1000000,4.49,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Portuguese - Brazil']",61,0,6299,1197,6019,1821,464,"CyberConnect2 Co., Ltd.",BANDAI NAMCO Entertainment,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure",84,500000,1000000,"(2245000.0, 4490000.0)"
226580,F1 2014,"Oct 16, 2014",200000 - 500000,0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil']",61,0,2429,450,2079,1471,805,Codemasters,"Codemasters,Electronic Arts","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV","Racing,Sports",84,200000,500000,"(0.0, 0.0)"
239250,Castlevania: Lords of Shadow 2,"Feb 25, 2014",200000 - 500000,39.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",58,0,3609,674,3121,609,423,MercurySteam,Konami Digital Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Action,Adventure",84,200000,500000,"(7998000.0, 19995000.0)"
70000,Dino D-Day,"Apr 8, 2011",1000000 - 2000000,9.99,['English'],53,0,12557,2418,7865,163,122,800 North and Digital Ranch,800 North and Digital Ranch,"Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Stats","Action,Indie",84,1000000,2000000,"(9990000.0, 19980000.0)"
91900,Post Apocalyptic Mayhem,"Mar 17, 2011",100000 - 200000,9.99,"['English', 'French', 'German', 'Italian', 'Japanese', 'Russian', 'Spanish - Spain']",44,0,1253,235,749,288,165,Steel Monkeys,Next Dimension Game Adventures Ltd.,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,Racing",84,100000,200000,"(999000.0, 1998000.0)"
570,Dota 2,"Jul 9, 2013",100000000 - 200000000,0.0,"['Bulgarian', 'Czech', 'Danish', 'Dutch', 'English', 'Finnish', 'French', 'German', 'Greek', 'Hungarian', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Spanish - Latin America', 'Vietnamese']",90,0,1477153,300437,14300,37162,880,Valve,Valve,"Multi-player,Co-op,Steam Trading Cards,Steam Workshop,SteamVR Collectibles,In-App Purchases,Valve Anti-Cheat enabled","Action,Free to Play,Strategy",83,100000000,200000000,"(0.0, 0.0)"
47936,The Sims™ 3,"Jan 27, 2011",0 - 20000,19.99,"['Czech', 'Danish', 'Dutch', 'English', 'Finnish', 'French', 'German', 'Hungarian', 'Italian', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Spanish - Spain', 'Swedish', 'Traditional Chinese']",86,0,12756,2673,24615,0,0,The Sims Studio,Electronic Arts,Single-player,Simulation,83,0,20000,"(0.0, 399799.99999999994)"
223591,The Sims™ 3,"Jan 27, 2011",0 - 20000,19.99,"['Czech', 'Danish', 'Dutch', 'English', 'Finnish', 'French', 'German', 'Hungarian', 'Italian', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Spanish - Spain', 'Swedish', 'Traditional Chinese']",86,0,12758,2674,24620,0,0,The Sims Studio,Electronic Arts,Single-player,Simulation,83,0,20000,"(0.0, 399799.99999999994)"
307780,Mortal Kombat X,"Apr 13, 2015",2000000 - 5000000,19.99,"['English', 'French', 'Italian', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'German']",84,0,38951,7905,29640,1352,536,"NetherRealm Studios,QLOC",Warner Bros. Interactive Entertainment,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Action,83,2000000,5000000,"(39980000.0, 99949999.99999999)"
552500,Warhammer: Vermintide 2,"Mar 8, 2018",2000000 - 5000000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",82,0,73796,14606,65642,2032,615,Fatshark,Fatshark,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie",83,2000000,5000000,"(59980000.0, 149950000.0)"
916440,Anno 1800,Apr 2019,500000 - 1000000,0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",81,0,3638,739,3564,5091,6839,Blue Byte,Ubisoft,"Single-player,Multi-player,PvP,Online PvP","Simulation,Strategy",83,500000,1000000,"(0.0, 0.0)"
594650,Hunt: Showdown,"Aug 27, 2019",2000000 - 5000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Polish', 'Turkish', 'Japanese', 'Portuguese - Brazil']",81,0,111202,22833,103792,6074,898,Crytek,Crytek,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Leaderboards,Remote Play on Tablet,Remote Play on TV",Action,83,2000000,5000000,"(39980000.0, 99949999.99999999)"
402570,Atlas Reactor,"Oct 4, 2016",500000 - 1000000,0.0,"['English', 'French', 'German', 'Russian', 'Italian', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Korean', 'Simplified Chinese']",81,0,4359,900,1359,190,26,Trion Worlds,Trion Worlds,"Multi-player,Online PvP,Steam Achievements,Steam Trading Cards,In-App Purchases","Free to Play,Strategy",83,500000,1000000,"(0.0, 0.0)"
304650,SUNLESS SEA,"Feb 6, 2015",500000 - 1000000,18.99,['English'],81,0,6997,1399,6647,646,401,Failbetter Games,Failbetter Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",83,500000,1000000,"(9495000.0, 18990000.0)"
204180,Waveform,"Mar 20, 2012",200000 - 500000,1.99,"['English', 'German']",81,0,1781,363,1887,156,160,Eden Industries,Eden Industries,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Adventure,Indie,Strategy",83,200000,500000,"(398000.0, 995000.0)"
298110,Far Cry® 4,Nov 2014,2000000 - 5000000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Swedish', 'Norwegian', 'Simplified Chinese', 'Traditional Chinese']",80,0,35175,7255,38693,1433,1057,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,"Single-player,Multi-player,Co-op,Partial Controller Support","Action,Adventure",83,2000000,5000000,"(59980000.0, 149950000.0)"
311340,METAL GEAR SOLID V: GROUND ZEROES,"Dec 18, 2014",1000000 - 2000000,19.99,"['English', 'French', 'Italian', 'German', 'Japanese', 'Russian', 'Spanish - Latin America', 'Portuguese - Brazil']",80,0,11600,2368,10656,236,125,Konami Digital Entertainment,Konami Digital Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure",83,1000000,2000000,"(19990000.0, 39980000.0)"
40400,AI War: Fleet Command,"Oct 21, 2009",200000 - 500000,9.99,['English'],80,0,1251,258,938,733,241,"Arcen Games, LLC","Arcen Games, LLC","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards","Indie,Strategy",83,200000,500000,"(1998000.0, 4995000.0)"
738540,Tales of Vesperia: Definitive Edition,"Jan 10, 2019",200000 - 500000,49.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Traditional Chinese', 'Portuguese - Brazil', 'Spanish - Latin America']",80,0,2729,560,2587,1268,528,"QLOC,BANDAI NAMCO Studios Inc.",BANDAI NAMCO Entertainment,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",RPG,83,200000,500000,"(9998000.0, 24995000.0)"
93200,Revenge of the Titans,"Mar 16, 2011",200000 - 500000,19.99,['English'],79,0,949,201,592,177,179,Puppygames,Puppygames,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,Indie,Strategy",83,200000,500000,"(3997999.9999999995, 9995000.0)"
281610,Homeworld: Deserts of Kharak,"Jan 20, 2016",500000 - 1000000,49.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish']",79,0,5384,1104,5735,512,466,Blackbird Interactive,Gearbox Publishing,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",Strategy,83,500000,1000000,"(24995000.0, 49990000.0)"
637090,BATTLETECH,"Apr 24, 2018",1000000 - 2000000,39.99,"['English', 'French', 'German', 'Russian']",78,0,21676,4556,17760,5202,1245,Harebrained Schemes,Paradox Interactive,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together","Action,Adventure,Strategy",83,1000000,2000000,"(39990000.0, 79980000.0)"
798490,Othercide,"Jul 27, 2020",100000 - 200000,11.99,"['English', 'French', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Korean', 'Russian', 'Italian', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil']",78,0,2766,568,2987,715,979,Lightbulb Crew,Focus Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Strategy",83,100000,200000,"(1199000.0, 2398000.0)"
582270,Everything,"Apr 21, 2017",100000 - 200000,14.99,"['English', 'Japanese']",78,0,2737,541,2725,202,189,David OReilly,"David OReilly,PLAYISM (Japan)","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Remote Play on TV","Casual,Indie,RPG,Simulation",83,100000,200000,"(1499000.0, 2998000.0)"
235210,STRIDER™ / ストライダー飛竜®,"Feb 19, 2014",200000 - 500000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",78,0,2747,555,1742,293,228,"Double Helix Games,Capcom",Capcom,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV","Action,Adventure",83,200000,500000,"(2998000.0, 7495000.0)"
710920,Darksiders Genesis,"Dec 5, 2019",500000 - 1000000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",77,0,8056,1593,7299,485,233,Airship Syndicate,THQ Nordic,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure",83,500000,1000000,"(14995000.0, 29990000.0)"
1244460,Jurassic World Evolution 2,"Nov 9, 2021",200000 - 500000,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",77,0,11203,2330,10964,1375,914,Frontier Developments,Frontier Developments,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats","Simulation,Strategy",83,200000,500000,"(11998000.0, 29995000.0)"
447820,Day of Infamy,"Mar 23, 2017",1000000 - 2000000,14.99,"['English', 'French', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",77,0,18043,3757,17259,1473,348,New World Interactive,New World Interactive,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Includes level editor,Includes Source SDK","Action,Indie,Strategy",83,1000000,2000000,"(14990000.0, 29980000.0)"
1016800,Chernobylite,"Jul 28, 2021",200000 - 500000,29.99,"['English', 'Russian', 'French', 'German', 'Polish', 'Spanish - Spain', 'Italian', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Hungarian', 'Ukrainian', 'Czech', 'Turkish']",75,0,7484,1484,7532,498,496,The Farm 51,The Farm 51,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure,Indie,RPG,Simulation",83,200000,500000,"(5998000.0, 14995000.0)"
503940,Railway Empire,"Jan 26, 2018",500000 - 1000000,29.99,"['English', 'French', 'German', 'Russian', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Polish', 'Korean', 'Japanese']",74,0,6665,1409,6079,2758,407,Gaming Minds Studios,Kalypso Media,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on TV","Simulation,Strategy",83,500000,1000000,"(14995000.0, 29990000.0)"
1233570,Mirror's Edge™ Catalyst,"Jun 4, 2020",500000 - 1000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Polish', 'Traditional Chinese']",74,0,7761,1545,7467,567,206,DICE,Electronic Arts,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure",83,500000,1000000,"(9995000.0, 19990000.0)"
606150,Moonlighter,"May 29, 2018",1000000 - 2000000,4.79,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Polish', 'Russian', 'Korean', 'Portuguese - Brazil', 'Italian', 'Turkish']",74,0,11280,2241,10070,567,421,Digital Sun,11 bit studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie",83,1000000,2000000,"(4790000.0, 9580000.0)"
365160,Kona,"Mar 17, 2017",100000 - 200000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese']",73,0,2318,478,2066,165,197,Parabole,"Parabole,Ravenscourt","Single-player,Steam Achievements,Full controller support,Remote Play on TV","Adventure,Indie",83,100000,200000,"(1499000.0, 2998000.0)"
232790,Broken Age,"Jan 28, 2014",500000 - 1000000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",73,0,6169,1220,4121,290,283,Double Fine Productions,Double Fine Productions,"Single-player,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",83,500000,1000000,"(7495000.0, 14990000.0)"
1222680,Need for Speed™ Heat,"Jun 4, 2020",1000000 - 2000000,69.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Arabic', 'Japanese', 'Polish', 'Russian']",72,0,41355,8243,35775,3051,698,Ghost Games,Electronic Arts,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Tablet","Action,Adventure,Racing,Sports",83,1000000,2000000,"(69990000.0, 139980000.0)"
215530,The Incredible Adventures of Van Helsing,"May 22, 2013",500000 - 1000000,14.99,"['English', 'French', 'German', 'Hungarian', 'Italian', 'Portuguese', 'Spanish - Spain', 'Polish', 'Russian', 'Czech']",72,0,7437,1518,6634,423,253,NeocoreGames,NeocoreGames,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on TV","Action,Adventure,Indie,RPG",83,500000,1000000,"(7495000.0, 14990000.0)"
460920,Steep™,"Dec 2, 2016",1000000 - 2000000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian']",72,0,18566,3860,20485,1146,279,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",Ubisoft,"Single-player,Multi-player,PvP,Online PvP,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Sports",83,1000000,2000000,"(29990000.0, 59980000.0)"
374040,Portal Knights,"May 18, 2017",1000000 - 2000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Simplified Chinese', 'Swedish', 'Polish', 'Turkish', 'Czech', 'Thai']",72,0,16495,3372,15018,1312,522,Keen Games,505 Games,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Remote Play on Tablet,Remote Play Together","Action,Adventure,RPG",83,1000000,2000000,"(19990000.0, 39980000.0)"
434050,Duke Nukem 3D: 20th Anniversary World Tour,"Oct 11, 2016",200000 - 500000,19.99,['English'],72,0,3056,608,3005,180,131,"Nerve Software, Gearbox Software, LLC",Gearbox Publishing,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support","Action,Adventure",83,200000,500000,"(3997999.9999999995, 9995000.0)"
355790,Styx: Shards of Darkness,"Mar 14, 2017",200000 - 500000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Korean', 'Japanese']",72,0,3438,715,2835,434,423,Cyanide Studio,Nacon,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure",83,200000,500000,"(3997999.9999999995, 9995000.0)"
237850,Dreamfall Chapters,"Jul 21, 2017",200000 - 500000,24.99,"['English', 'French', 'German', 'Russian']",71,0,3448,706,2922,683,880,Red Thread Games,Red Thread Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",83,200000,500000,"(4998000.0, 12495000.0)"
242640,Styx: Master of Shadows,"Oct 7, 2014",1000000 - 2000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",71,0,7068,1470,7022,543,301,Cyanide Studio,"Cyanide Studio,Nacon","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV",Action,83,1000000,2000000,"(19990000.0, 39980000.0)"
461950,Beat Cop,"Mar 30, 2017",200000 - 500000,2.24,"['English', 'Polish', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'French', 'Japanese', 'Simplified Chinese', 'Italian', 'Turkish', 'Korean']",71,0,3365,702,3121,205,252,Pixel Crow,11 bit studios,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,Simulation",83,200000,500000,"(448000.00000000006, 1120000.0)"
446800,Transport Fever,"Nov 8, 2016",500000 - 1000000,29.99,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Czech', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Portuguese', 'Ukrainian', 'Dutch']",71,0,8468,1700,8742,4773,3930,Urban Games,Good Shepherd Entertainment,"Single-player,Steam Achievements,Steam Workshop",Simulation,83,500000,1000000,"(14995000.0, 29990000.0)"
239120,Final Fantasy III (3D Remake),"May 27, 2014",200000 - 500000,15.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Thai', 'Traditional Chinese']",68,0,2205,467,2203,555,593,Square Enix,Square Enix,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",RPG,83,200000,500000,"(3198000.0, 7995000.0)"
